positivity,uniqueness,formality
0.8930075354874134,0.9637735988944768,0.2154689133167266
0.8094340711832047,0.9647787865251304,0.2109569907188415
0.6028385162353516,0.9556028302758932,0.1643016934394836
0.5801801532506943,0.9274201579391956,0.4355967044830322
0.2518741488456726,0.9482541177421808,0.1426929235458374
0.030934989452362,0.9298938661813736,0.1336895227432251
0.7792494595050812,0.9580493792891502,0.2243261635303497
0.9190206341445446,0.9423413202166556,0.0030048489570617
0.7738719061017036,0.9497718587517738,0.186210423707962
0.2250117063522339,0.959483066573739,0.3823733925819397
0.2336872220039367,0.9346227571368216,0.0378627777099609
0.8705872222781181,0.974189093336463,0.021620750427246
0.3236807882785797,0.9406503681093454,0.7766251638531685
0.8920118026435375,0.9509116858243942,0.464028000831604
0.9523460082709788,0.8966765962541103,0.0715986490249633
0.3015982806682586,0.9552868828177452,0.0798770487308502
0.4851507246494293,0.9227464348077774,0.0996899902820587
0.9751161625608802,0.9047549851238728,0.1243560016155242
0.7230367064476013,0.9636359252035618,0.4494335651397705
0.2838754057884216,0.9527007043361664,0.1492961347103119
0.5565242916345596,0.9674183875322342,0.0850627124309539
0.8614995926618576,0.9087011590600014,0.2462159693241119
0.8523237705230713,0.9454962015151978,0.2972610890865326
0.8936077505350113,0.9834499480202794,0.1502837836742401
0.911389596760273,0.9302675686776638,0.0490065515041351
0.8311871662735939,0.9482085481286048,0.0224933326244354
0.4178438782691955,0.9528472814708948,0.161584585905075
0.5315632373094559,0.9675538521260024,0.107835829257965
0.2729500532150268,0.9389838743954896,0.3744359314441681
0.0028284192085266,0.9441954027861356,0.0978453755378723
0.0299911797046661,0.9707368798553944,0.1574815511703491
0.9797219121828676,0.8561633750796318,0.1956257224082946
0.9519958589226007,0.989441472105682,0.3138822019100189
0.2888542413711548,0.968938677571714,0.2751387059688568
0.63234081864357,0.9571551401168108,0.8700737729668617
0.9579079356044532,0.9523464385420084,0.0351533889770507
0.0638597607612609,0.949579482898116,0.0506270229816436
0.3276309669017792,0.9516850542277098,0.2715762853622436
0.631454199552536,0.962509762495756,0.4269663393497467
0.614274263381958,0.9746835650876164,0.3943059742450714
0.9560894444584846,0.902041468769312,0.1319040060043335
0.2339653372764587,0.9494831915944816,0.0117539167404174
0.6853043735027313,0.9631651509553194,0.3114373087882995
0.5667026042938232,0.8952388316392899,0.1317242980003357
0.8872379660606384,0.9301118962466716,0.2576521933078766
0.672150507569313,0.9661230556666852,0.2564701735973358
0.9651925321668386,0.93636866658926,0.2801791131496429
0.9604182187467812,0.9225889891386032,0.3253937363624573
0.5647104233503342,0.9616404809057713,0.2119100093841552
0.8229100406169891,0.9452788829803468,0.7258953750133514
0.9509737305343152,0.9487612899392844,0.1910910308361053
0.9796853102743626,0.9304732084274292,0.1140012741088867
0.8320092186331749,0.9606055989861488,0.3897144496440887
0.8842466771602631,0.9077103920280932,0.1414254009723663
0.8112144768238068,0.9617234710603952,0.0152074992656707
0.6382980197668076,0.957921389490366,0.0268493592739105
0.9691676236689092,0.8895146399736404,0.2844662666320801
0.0629963278770446,0.9252745993435384,0.3874801099300384
0.9640907105058432,0.9632363319396972,0.2593647837638855
0.1834889352321624,0.8663003593683243,0.0243295431137084
0.9693118100985884,0.9479616060853004,0.2167210578918457
0.8143654391169548,0.8090824037790298,0.0826254487037658
0.0383614599704742,0.93389829993248,0.0968744456768035
0.9723532078787684,0.9489476606249808,0.3327610790729522
0.8621742501854897,0.9669504165649414,0.2106105983257293
0.3014371395111084,0.9074252136051656,0.1425700783729553
0.3950773477554321,0.9504671301692724,0.0908012092113494
0.9011148437857628,0.9663221966475248,0.3957308530807495
0.5196903645992279,0.9891749690286816,0.2753117978572845
0.9401272404938936,0.6508997678756714,0.3514938056468963
0.7977541387081146,0.9489957299083472,0.2937700748443603
0.1860479414463043,0.9520274437963964,0.1031171679496765
0.4593969881534576,0.9299302510917188,0.6902670711278915
0.9672271087765694,0.9560777116566896,0.5009112060070038
0.6473332196474075,0.9519410245120524,0.1253923773765564
0.825941801071167,0.9602314345538616,0.0358228683471679
0.9561924021691084,0.9412291515618564,0.2105003893375396
0.972219348885119,0.91389624401927,0.2619320154190063
0.7377946525812149,0.9217190220952034,0.3219174146652221
0.7580989897251129,0.9720842726528643,0.7772032022476196
0.8466483280062675,0.9064431339502336,0.1543581187725067
0.1736554205417633,0.910405807197094,0.5119720250368118
0.9541513808071612,0.8867155313491821,0.1734693944454193
0.99276207620278,0.7503893673419952,0.4206941723823547
0.9257926642894744,0.8916322514414787,0.2493543326854705
0.4408082664012909,0.8655682057142258,0.2779254913330078
0.9716014424338936,0.9218189418315887,0.1371164321899414
0.6200557798147202,0.6388853043317795,0.1364233791828155
0.8104024305939674,0.922002613544464,0.3458605706691742
0.9536835923790932,0.345761775970459,0.2887206375598907
0.0790219902992248,0.9573847241699696,0.1249351501464843
0.6011731922626495,0.5436465442180634,0.6251598596572876
0.9515589512884616,0.9050829149782658,0.5343887805938721
0.0537499189376831,0.920557513833046,0.3579230010509491
0.9276650436222552,0.9670137036591768,0.5745180696249008
0.8908003456890583,0.6088664382696152,0.0730547606945037
0.836134560406208,0.8388074561953545,0.5004017353057861
0.9543766863644124,0.8284797370433807,0.0090014040470123
0.5927063971757889,0.9747239286080004,0.1373997330665588
0.984773034695536,0.8514271900057793,0.3513356149196625
0.966519258916378,0.9378028977662324,0.3672379851341247
0.9129831716418266,0.9383101481944324,0.081028401851654
0.895363338291645,0.8870914652943611,0.1011829674243927
0.941894991323352,0.8545804619789124,0.383824348449707
0.3227076828479767,0.9506048057228328,0.0233465731143951
0.8074107244610786,0.9182773754000664,0.2014165222644806
0.4769060611724853,0.9798200447112322,0.3355262279510498
0.8581864088773727,0.9447089545428752,0.1506364047527313
0.8285311907529831,0.9586339052766562,0.2833760678768158
0.618435725569725,0.9365709833800792,0.2090965807437896
0.9747869521379472,0.9337454810738564,0.050447791814804
0.9678416214883327,0.9401638638228178,0.1780803799629211
0.0584608614444732,0.9383566826581956,0.0450293123722076
0.242945522069931,0.9811034118756652,0.1550802886486053
0.6238722801208496,0.9230374097824096,0.1110624969005584
0.9684429094195366,0.7223256975412369,0.1386409997940063
0.991679335013032,0.8979501686990261,0.2248173952102661
0.9465391486883163,0.931133270263672,0.1574614346027374
0.7981421798467636,0.9618459846824408,0.1820980608463287
0.8012557402253151,0.9063914082944392,0.0925309658050537
0.9886616519652308,0.7738092094659805,0.4577856361865997
0.7020396888256073,0.9431541115045547,0.0056887567043304
0.0151359140872955,0.9445163197815418,0.2804946899414062
0.1409779787063598,0.9492692295461892,0.2418343424797058
0.6216733455657959,0.8865909986197948,0.1437808573246002
