,positivity,uniqueness,formality
0,0.9343270026147366,0.8840297348797321,0.6465803384780884
1,0.9727388806641102,0.9260846637189388,0.32734066247940063
2,0.6536206305027008,0.9498672857880592,0.48533737659454346
3,0.6481975317001343,0.9396441448479891,0.17627111077308655
4,0.29498085379600525,0.9239360690116882,0.5185958445072174
5,0.7794768959283829,0.9526122882962227,0.16701826453208923
6,0.4697997570037842,0.9358232915401459,0.26949137449264526
7,0.9621356204152107,0.9133338257670403,0.13061043620109558
8,0.9864129088819027,0.9239867478609085,0.26268213987350464
9,0.9100409969687462,0.9485251735895872,0.5955190062522888
10,0.9809112325310707,0.8679498434066772,0.16885745525360107
11,0.9717914005741477,0.9561853259801865,0.17580953240394592
12,0.8907809443771839,0.9443416316062212,0.3385043144226074
13,0.8812562599778175,0.9501448571681976,0.5314780473709106
14,0.9298930279910564,0.8834714666008949,0.3154340982437134
15,0.8636695668101311,0.8377706110477448,0.6293760538101196
16,0.9912521308287978,0.8948604986071587,0.3991359770298004
17,0.9459187015891075,0.8550481125712395,0.19207987189292908
18,0.03504955768585205,0.9405776523053646,0.18299326300621033
19,0.9388854186981916,0.9372006990015507,0.014162570238113403
20,0.3758254945278168,0.9464107975363731,0.3950861692428589
21,0.7927022352814674,0.9241717755794525,0.2825746238231659
22,0.9675851836800575,0.8999072350561619,0.34614184498786926
23,0.9645564444363117,0.9386742692440748,0.4149492681026459
24,0.928260762244463,0.7791085913777351,0.09845015406608582
25,0.40631935000419617,0.9520645011216402,0.28629863262176514
26,0.9707640595734119,0.9408324807882309,0.07615932822227478
27,0.6226864010095596,0.9389316197484732,0.23663267493247986
28,0.913835559040308,0.8948973752558231,0.34700337052345276
29,0.9833444422110915,0.7850633934140205,0.30768170952796936
30,0.975670930929482,0.8736184611916542,0.09645640850067139
31,0.9345167465507984,0.8886454962193966,0.1077059805393219
32,0.6968283504247665,0.9350115545094013,0.08077144622802734
33,0.6268780678510666,0.9264092706143856,0.3670910596847534
34,0.6730531603097916,0.9462895337492228,0.04834866523742676
35,0.6484202593564987,0.9602686166763306,0.023653149604797363
36,0.9095983617007732,0.9138084761798382,0.1504446566104889
37,0.8084097430109978,0.9585813414305449,0.05065646767616272
38,0.6997612565755844,0.9333683289587498,0.04232281446456909
39,0.7192490100860596,0.9638176206499338,0.051430314779281616
40,0.8316951096057892,0.9678154271095991,0.1562938094139099
41,0.880303144454956,0.9423271641135216,0.15183565020561218
42,0.22276777029037476,0.9111280292272568,0.09392821788787842
43,0.8981409855186939,0.96485211327672,0.2090587317943573
