,positivity,uniqueness,formality
0,0.9442064072936773,0.9713445520028472,0.29782265424728394
1,0.12197098135948181,0.9576620906591415,0.059235960245132446
2,0.04683130979537964,0.9733545985072851,0.2723630964756012
3,0.8145954236388206,0.9508964940905571,0.05602848529815674
4,0.5904825329780579,0.9649451766163111,0.16751301288604736
5,0.6425860822200775,0.9489406161010265,0.35122931003570557
6,0.9140245765447617,0.9196879342198372,0.09243696928024292
7,0.531161293387413,0.7725970670580864,0.2835492193698883
8,0.2145710289478302,0.9547260664403439,0.6003946661949158
9,0.06666448712348938,0.9397968128323555,0.21882247924804688
10,0.9172819629311562,0.9111588001251221,0.29359570145606995
11,0.8306955695152283,0.9891373869031668,0.0405539870262146
12,0.6840090751647949,0.9286823384463787,0.1322241723537445
13,0.44884368777275085,0.9467172846198082,0.18931958079338074
14,0.5890475511550903,0.9683446288108826,0.15218597650527954
15,0.8955434262752533,0.904195498675108,0.0508192777633667
16,0.42914149165153503,0.9545770678669214,0.27611374855041504
17,0.7425942271947861,0.9304725266993046,0.18291136622428894
18,0.971255810931325,0.9484473261982203,0.9505741633474827
19,0.21615523099899292,0.7601953372359276,0.07265138626098633
20,0.19814592599868774,0.8633680865168571,0.14625269174575806
21,0.4245137870311737,0.34518855810165405,0.1346624195575714
22,0.9367059618234634,0.8674231544137001,0.08715617656707764
23,0.6377849578857422,0.9178637489676476,0.29670652747154236
24,0.34389278292655945,0.8525223284959793,0.2444976568222046
25,0.9374161511659622,0.853532075881958,0.030124306678771973
26,0.4120078384876251,0.9527089968323708,0.22953951358795166
27,0.9854429485276341,0.8211537674069405,0.1615002155303955
28,0.005293101072311401,0.9351611584424973,0.07505664229393005
29,0.44360828399658203,0.9786143768578768,0.6460248529911041
30,0.4759020507335663,0.9564274195581675,0.06454682350158691
31,0.40895047783851624,0.8939763195812702,0.10187864303588867
32,0.41714268922805786,0.8763177320361137,0.0735064446926117
33,0.40161773562431335,0.9010542817413807,0.3251880407333374
34,0.3295617997646332,0.9016813598573208,0.1577429175376892
35,0.6742326766252518,0.9436266422271729,0.12318155169487
36,0.2005070447921753,0.8905299976468086,0.18416163325309753
37,0.7581632360816002,0.9317358545958996,0.09552296996116638
38,0.939690638333559,0.9226545505225658,0.23702523112297058
39,0.9948085134383291,0.9483970087021589,0.04604142904281616
40,0.4937783181667328,0.9425619971007109,0.025523781776428223
41,0.7743060290813446,0.9087473414838314,0.02847704291343689
42,0.8138664215803146,0.9138885773718357,0.40149256587028503
43,0.9554682336747646,0.9265323840081692,0.030225098133087158
44,0.4887266159057617,0.9587132781744003,0.2895638942718506
45,0.4467984735965729,0.9413099009543657,0.21654966473579407
46,0.7998871728777885,0.9214239306747913,0.17232686281204224
47,0.9284779019653797,0.9379888419061899,0.22458672523498535
48,0.9255308732390404,0.9494894575327635,0.31693506240844727
49,0.9154069200158119,0.942125367000699,0.20444276928901672
50,0.797905683517456,0.948542270809412,0.029754996299743652
51,0.01755160093307495,0.9675097297877073,0.1258879005908966
52,0.5441842973232269,0.9394630379974842,0.6144839376211166
