,positivity,uniqueness,formality
0,0.9427006617188454,0.8394193798303604,0.2538228929042816
1,0.8356866613030434,0.929702889174223,0.6505857408046722
2,0.8376452475786209,0.9200896434485912,0.03917652368545532
3,0.9450820758938789,0.9296174310147762,0.35552138090133667
4,0.7818445116281509,0.9509954750537872,0.18497353792190552
5,0.07667222619056702,0.9488685391843319,0.43150678277015686
6,0.851039856672287,0.9308569990098476,0.16226398944854736
7,0.9089158698916435,0.952111130580306,0.30604541301727295
8,0.35106608271598816,0.9734203238040209,0.35328981280326843
9,0.15557894110679626,0.960932919755578,0.536955714225769
10,0.05409887433052063,0.9687199480831623,0.0937533974647522
11,0.9078105539083481,0.9207518883049488,0.329451322555542
12,0.8455627337098122,0.9646719694137573,0.43315351009368896
13,0.0834202766418457,0.945225678384304,0.22402694821357727
14,0.8342167660593987,0.8600972592830658,0.3980453908443451
15,0.7611209452152252,0.917169239372015,0.35161420702934265
16,0.30473852157592773,0.9456726871430874,0.37390363216400146
17,0.8072832748293877,0.9326404891908169,0.21370071172714233
18,0.04067453742027283,0.965563589707017,0.2663980722427368
19,0.9742198530584574,0.9640038013458252,0.18515756726264954
20,0.8436651974916458,0.970239064656198,0.28158560395240784
21,0.40237900614738464,0.8983961567282677,0.010991394519805908
22,0.9275658503174782,0.901546411216259,0.3546694815158844
23,0.9562080055475235,0.9283394701778889,0.2454265058040619
24,0.5639595985412598,0.9697801442816854,0.47040092945098877
25,0.5409930795431137,0.9564334955066442,0.04707062244415283
26,0.9637465011328459,0.962676452472806,0.4346581995487213
27,0.9576356280595064,0.9131569936871529,0.10165932774543762
28,0.9255331680178642,0.9430838897824287,0.5113478749990463
29,0.9351414479315281,0.8716848790645599,0.46007728576660156
30,0.9349777661263943,0.9541730731725693,0.10404691100120544
31,0.541659340262413,0.9576835930347443,0.04364320635795593
32,0.3004728853702545,0.9429338369518518,0.16862255334854126
33,0.9202539883553982,0.9254580959677696,0.21710047125816345
34,0.9383079875260592,0.9169737100601196,0.1476133167743683
35,0.018774598836898804,0.9398782458156347,0.14443299174308777
36,0.9118394032120705,0.9728093082085252,0.2341136932373047
37,0.3455682396888733,0.8165336772799492,0.312039852142334
38,0.9420928582549095,0.8434853404760361,0.044918984174728394
39,0.004223614931106567,0.9448698982596397,0.5341441482305527
40,0.8477557972073555,0.9560892973095179,0.27636897563934326
41,0.9185499027371407,0.8861291371285915,0.34849414229393005
42,0.7978369891643524,0.9504501726478338,0.002345174551010132
43,0.9815929885953665,0.8145930916070938,0.17132112383842468
44,0.9244333319365978,0.9497081246227026,0.29712238907814026
45,0.9767769603058696,0.9541554730385542,0.6383954733610153
46,0.7826630249619484,0.8897230252623558,0.2228434979915619
47,0.9605209827423096,0.9398616403341293,0.14401733875274658
48,0.9741863710805774,0.9298161566257477,0.38797393441200256
49,0.6197290271520615,0.9547451660037041,0.09779229760169983
50,0.9851580723188818,0.9311000145971775,0.158873051404953
51,0.8172642290592194,0.9236690439283848,0.08074361085891724
52,0.8281806856393814,0.9456672519445419,0.3003048896789551
53,0.9240403175354004,0.9243919625878334,0.10814431309700012
54,0.7391287386417389,0.9503584150224924,0.6169973611831665
55,0.539928749203682,0.8639990165829659,0.07485532760620117
56,0.5733730792999268,0.9669718891382217,0.003066539764404297
57,0.6797454059123993,0.9673752970993519,0.43028783798217773
58,0.7859571278095245,0.951737629249692,0.20954647660255432
59,0.5046587586402893,0.9547490533441305,0.6290557384490967
60,0.9747620392590761,0.9382038302719593,0.4100147485733032
61,0.5945298671722412,0.9515805803239346,0.00946757197380066
62,0.9851694880053401,0.6568524241447449,0.3006366789340973
63,0.8718850240111351,0.9578402973711491,0.031487852334976196
64,0.09471601247787476,0.6260570883750916,0.3918273448944092
65,0.6506797671318054,0.8447662740945816,0.18007028102874756
66,0.8771063536405563,0.9489874988794327,0.02054557204246521
67,0.9565669000148773,0.885541744530201,0.4978199005126953
68,0.8931751027703285,0.8870697878301144,0.23307421803474426
69,0.9056254997849464,0.9242171719670296,0.35868149995803833
70,0.886621069163084,0.8422570079565048,0.03969338536262512
71,0.7908971160650253,0.9155722819268703,0.46617865562438965
72,0.7621892988681793,0.9419092014431953,0.08390161395072937
73,0.7799858450889587,0.9123648181557655,0.22123637795448303
74,0.6272162050008774,0.9558834042400122,0.21720635890960693
75,0.32872506976127625,0.9459419641643763,0.1962590515613556
76,0.9097906351089478,0.8350695595145226,0.5215030014514923
77,0.3152206242084503,0.9321950897574425,0.07333183288574219
78,0.788851872086525,0.9280021749436855,0.22401317954063416
79,0.9592593740671873,0.8714142292737961,0.19986262917518616
80,0.9238750897347927,0.9280989393591881,0.10520744323730469
81,0.9237448908388615,0.9190296456217766,0.3121301233768463
