,positivity,uniqueness,formality
0,0.9745338577777147,0.8227334022521973,0.17588365077972412
1,0.08057868480682373,0.9194424226880074,0.10908082127571106
2,0.9038827605545521,0.8551524728536606,0.44950518012046814
3,0.9009432792663574,0.9418217167258263,0.3762454688549042
4,0.8515353128314018,0.9446323029696941,0.365573525428772
5,0.9906941833905876,0.7844497337937355,0.058877259492874146
6,0.989259528927505,0.8594176918268204,0.2091229259967804
7,0.9962756717577577,0.8733124732971191,0.10428830981254578
8,0.9800403788685799,0.9449515491724014,0.11347392201423645
9,0.5008197575807571,0.8838456943631172,0.6963746398687363
10,0.12084150314331055,0.8576165214180946,0.1831856667995453
11,0.9521902818232775,0.9068905562162399,0.021249502897262573
12,0.5506045073270798,0.909296054393053,0.9811548059806228
13,0.9841216010972857,0.7383174300193787,0.38160863518714905
14,0.9890564931556582,0.8926539458334446,0.5325967222452164
15,0.9361205138266087,0.839641697704792,0.034081488847732544
16,0.007619351148605347,0.46614551544189453,0.30689573287963867
17,0.803295336663723,0.9639727044850588,0.05926024913787842
18,0.04073852300643921,0.9686609283089638,0.08292588591575623
19,0.21968182921409607,0.9852798040956259,0.2940520942211151
20,0.810056135058403,0.9349093548953533,0.06673979759216309
21,0.2138286828994751,0.9629111345857382,0.12678441405296326
22,0.5477684438228607,0.9715650994330645,0.08894115686416626
23,0.6469612419605255,0.9287506155669689,0.3475244343280792
24,0.9619672242552042,0.9234174117445946,0.44906139373779297
25,0.9951685420237482,0.5298452079296112,0.03516966104507446
26,0.7993535697460175,0.9511178396642208,0.1671883761882782
27,0.8252010345458984,0.7614510357379913,0.08832186460494995
28,0.9417488817125559,0.9220572710037231,0.3031304180622101
29,0.8766775615513325,0.909362718462944,0.48619210720062256
30,0.9301458522677422,0.9499829895794392,0.4266952574253082
31,0.528474822640419,0.9525202214717865,0.4637215733528137
32,0.8841805122792721,0.7566033527255058,0.15656006336212158
33,0.9649702981114388,0.8839492723345757,0.349368691444397
34,0.9021290503442287,0.7620460540056229,0.4572472870349884
35,0.7815936133265495,0.9058836884796619,0.21136239171028137
36,0.4037931561470032,0.9564090259373188,0.14282512664794922
37,0.6516477465629578,0.9446582831442356,0.2515040934085846
38,0.502985417842865,0.8968879245221615,0.5227317959070206
39,0.30681395530700684,0.9435577988624573,0.1879696547985077
40,0.6065572202205658,0.7216500043869019,0.32577601075172424
41,0.48603442311286926,0.9110162034630775,0.06838276982307434
42,0.44411158561706543,0.8940412811934948,0.22465083003044128
43,0.5447529852390289,0.9687129110097885,0.39881235361099243
44,0.9730318924412131,0.9503325764089823,0.3519146740436554
45,0.9779639076441526,0.9360807277262211,0.05891454219818115
46,0.9484060779213905,0.9007314741611481,0.5484127849340439
47,0.6413447111845016,0.8933863081037998,0.36702024936676025
48,0.9481525793671608,0.9063739776611328,0.03839457035064697
49,0.9718026174232364,0.8659273087978363,0.531522586941719
50,0.9758244808763266,0.9135889932513237,0.18441125750541687
51,0.18287968635559082,0.9201814830303192,0.011646360158920288
52,0.9918406205251813,0.9490135982632637,0.10334673523902893
53,0.9931444909889251,0.8805159851908684,0.2535610795021057
54,0.9736914401873946,0.9752380531281233,0.4258623421192169
55,0.9919422678649426,0.7663218379020691,0.398549348115921
56,0.9898061491549015,0.9086275696754456,0.27969813346862793
57,0.858012393116951,0.9342930912971497,0.3681032359600067
58,0.9840758955106139,0.8688630387187004,0.02213120460510254
59,0.983127255924046,0.9077331647276878,0.5136794298887253
60,0.8560073226690292,0.9009378403425217,0.4677840769290924
61,0.573220744729042,0.9296498522162437,0.5090166926383972
62,0.9897002764046192,0.9224700853228569,0.36324602365493774
63,0.8897132687270641,0.9187438786029816,0.4254209101200104
64,0.9695088835433125,0.8983532376587391,0.2643352150917053
65,0.7628162801265717,0.9235009923577309,0.240507572889328
66,0.9428204037249088,0.9599174316972494,0.10106509923934937
67,0.6311799436807632,0.9471951331943274,0.26348385214805603
68,0.9487131871283054,0.14835616946220398,0.2539863884449005
69,0.9675157312303782,0.8954745978116989,0.008848339319229126
70,0.20372512936592102,0.9365889988839626,0.514092892408371
71,0.5242264419794083,0.8975987285375595,0.05048474669456482
72,0.9114413559436798,0.9288046434521675,0.43342480063438416
73,0.9863068363629282,0.917335357517004,0.12713119387626648
74,0.9844622840173542,0.9012277349829674,0.29748690128326416
75,0.9503007438033819,0.9240281619131565,0.32427334785461426
76,0.7946990877389908,0.9363528788089752,0.14690351486206055
77,0.9800959601998329,0.9310892522335052,0.08039015531539917
78,0.8449240773916245,0.8958667032420635,0.0961446464061737
79,0.9614720866084099,0.9240175448358059,0.5316480249166489
80,0.3828620910644531,0.9458867497742176,0.11738753318786621
81,0.4820120334625244,0.9092709682881832,0.2435445487499237
82,0.9754221439361572,0.9109265580773354,0.12294375896453857
83,0.9516110271215439,0.8762066029012203,0.2797132134437561
84,0.5890381038188934,0.9396974872797728,0.26356300711631775
85,0.7960517108440399,0.9471309464424849,0.2619655430316925
86,0.615605354309082,0.9286967925727367,0.2521553635597229
87,0.7461594343185425,0.9615969825536013,0.378697007894516
88,0.3345494866371155,0.9566462747752666,0.5692983567714691
89,0.7109963595867157,0.9648997485637665,0.15198326110839844
90,0.038087159395217896,0.9275138415396214,0.2111438512802124
91,0.8648438453674316,0.9377415683120489,0.17650842666625977
92,0.950398551300168,0.9288988299667835,0.04948699474334717
93,0.3067642152309418,0.9891200019046664,0.1937406361103058
94,0.7774491012096405,0.9534256998449564,0.010434120893478394
95,0.8406172543764114,0.9546924848109484,0.14503556489944458
96,0.9644813202321529,0.8804556876420975,0.2770700454711914
97,0.7956787571310997,0.8761182427406311,0.4340154230594635
98,0.8114868029952049,0.9158692099153996,0.31416475772857666
99,0.9377466905862093,0.9528611805289984,0.038626134395599365
